dining_hall_name,meal_type,id,category_name,category_id,name,mrn,mrn_full,desc,webtrition_id,sort_order,portion,qty,ingredients,custom_allergens,calories
sargent,Dinner,670aba3a2b7b7acd38b620d1,Soup,66e97bac351d530685467369,Poblano Quinoa Corn Soup,38660,38660.6,"housemade soup with poblano peppers, corn, red quinoa, cumin, hot sauce, onoins, garlic, cilantro and oregano",,4,4 floz,,"Water, Corn Kernels, Chili Peppers, Water, Onions, Red Quinoa, Cilantro, Garlic, Chipotle Sauce, Canola Oil, Oregano, Salt, Cumin",,60
sargent,Dinner,670aba3a2b7b7acd38b6215d,Soup,66e97bac351d530685467369,"Crackers, Saltine, 2 CT, Zesta",1909,1909.0,,,5,1 each,,"Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), soybean oil (with TBHQ for freshness), salt, corn syrup. Contains 2% or less of baking soda, yeast, soy lecithin.
Contains: Wheat, Soy. ",,25
sargent,Dinner,670aba3a2b7b7acd38b62080,Made to Order Deli,66e97bac351d530685467362,Thinly Sliced Smoked Ham,14910,14910.0,,,1,4 ounce,,Ham,,140
sargent,Dinner,670aba3a2b7b7acd38b62075,Made to Order Deli,66e97bac351d530685467362,Sliced Genoa Salami,48144,48144.27,,,2,4 ounce,,Genoa Salami,,470
sargent,Dinner,670aba3a2b7b7acd38b62068,Made to Order Deli,66e97bac351d530685467362,Thinly Sliced Deli Turkey Breast,48144,48144.1,,,3,4 ounce,,Turkey,,120
sargent,Dinner,670aba3a2b7b7acd38b62088,Made to Order Deli,66e97bac351d530685467362,American Cheese Slice,1748,1748.0,,,4,1 slice,,American Cheese,,50
sargent,Dinner,670aba3a2b7b7acd38b6208b,Made to Order Deli,66e97bac351d530685467362,Sliced Pepper Jack Cheese,43037,43037.2,,,5,1 ounce,,Pepper Jack Cheese,,110
sargent,Dinner,670aba3a2b7b7acd38b62054,Made to Order Deli,66e97bac351d530685467362,Cheddar Cheese Slice,43037,43037.1,,,6,1 slice,,Cheddar Cheese,,60
sargent,Dinner,670aba3a2b7b7acd38b6205e,Made to Order Deli,66e97bac351d530685467362,Provolone Cheese,14917,14917.0,,,7,1 slice,,Provolone Cheese,,70
sargent,Dinner,670aba3a2b7b7acd38b62052,Made to Order Deli,66e97bac351d530685467362,Chicken Salad,6179,6179.0,"Moist chicken salad, in a light dressing",,8,1/2 cup,,"Chicken, Celery, Mayonnaise, Onions, Dijon Mustard, Salt, White Pepper, Parsley",,170
sargent,Dinner,670aba3a2b7b7acd38b62071,Made to Order Deli,66e97bac351d530685467362,House Fried Potato Chips ,103601,103601.0,House Made Potato Chips Fried to Perfection,,9,1-1/2 ounce,,"Potato Chips, Salt, Black Pepper",,140
sargent,Dinner,670aba3a2b7b7acd38b62040,Made to Order Deli,66e97bac351d530685467362,Yellow Mustard,47957,47957.10,,,11,1 tbsp,,Yellow Mustard,,10
sargent,Dinner,670aba3a2b7b7acd38b6203a,Made to Order Deli,66e97bac351d530685467362,Sriracha Mayo,105428,105428.0,Creamy & Spicy Sriracha Mayonaise,,12,1 tbsp,,"Mayonnaise, Hot Chili Sauce",,80
sargent,Dinner,670aba3a2b7b7acd38b6208e,Made to Order Deli,66e97bac351d530685467362,Pesto Mayonnaise,23112,23112.0,Pesto Mayonnaise,,13,1 tbsp,,"Mayonnaise, Basil Pesto, Salt, Black Pepper",,90
sargent,Dinner,670aba3a2b7b7acd38b6204b,Made to Order Deli,66e97bac351d530685467362,Harissa Aioli,84841,84841.0,,,14,1 tbsp,,"Canola Oil, Liquid Egg Yolk, Lemon Juice, Harissa Paste, Garlic, Dijon Mustard, Salt",,90
sargent,Dinner,670aba3a2b7b7acd38b62083,Made to Order Deli,66e97bac351d530685467362,Lettuce Leaf,14957,14957.0,,,15,1 each,,Lettuce Leaf,,0
sargent,Dinner,670aba3a2b7b7acd38b6207c,Made to Order Deli,66e97bac351d530685467362,Sliced Cucumber,68562,68562.0,,,17,1 ounce,,Cucumber,,0
sargent,Dinner,670aba3a2b7b7acd38b62066,Made to Order Deli,66e97bac351d530685467362,Sliced Green Bell Pepper,62342,62342.0,,,18,1 ounce,,Green Bell Peppers,,5
sargent,Dinner,670aba3a2b7b7acd38b6206c,Made to Order Deli,66e97bac351d530685467362,Sliced Red Onion,14918,14918.0,,,19,1 slice,,Onions,,5
sargent,Dinner,670aba3a2b7b7acd38b62046,Made to Order Deli,66e97bac351d530685467362,Giardiniera,47957,47957.26,,,20,1 tbsp,,Giardiniera,,5
sargent,Dinner,670aba3a2b7b7acd38b62059,Made to Order Deli,66e97bac351d530685467362,Sliced Dill Pickles,46017,46017.14,Sliced Dill Pickles,,21,1 ounce,,Pickles,,0
sargent,Dinner,670aba3a2b7b7acd38b6201f,Made to Order Deli,66e97bac351d530685467362,White Bread,62272,62272.0,,,22,1 slice,,White Bread,,100
sargent,Dinner,670aba3a2b7b7acd38b62039,Made to Order Deli,66e97bac351d530685467362,Whole Wheat Bread,48199,48199.2,,,23,1 slice,,Whole Wheat Bread,,80
sargent,Dinner,670aba3a2b7b7acd38b62025,Made to Order Deli,66e97bac351d530685467362,White Hoagie Roll,50748,50748.1,White Hoagie Roll,,24,1 each,,Hoagie Roll,,240
sargent,Dinner,670aba3a2b7b7acd38b6202b,Made to Order Deli,66e97bac351d530685467362,"12"" Spinach Herb Tortilla",63510,63510.0,,,25,1 each,,Spinach Herb Tortilla,,290
sargent,Dinner,670aba3a2b7b7acd38b62093,Fruit & Yogurt,66e97bac351d530685467366,2% Greek Plain Yogurt,65282,65282.1,,,1,1/2 cup,,Plain Yogurt,,90
sargent,Dinner,670aba3a2b7b7acd38b620b2,Fruit & Yogurt,66e97bac351d530685467366,Low Fat Vanilla Yogurt,4592,4592.2,,,2,1/2 cup,,Low Fat Vanilla Yogurt,,110
sargent,Dinner,670aba3a2b7b7acd38b620a9,Fruit & Yogurt,66e97bac351d530685467366,Oats 'n Honey Granola,63400,63400.1,,,3,3 tbsp,,Granola,,60
sargent,Dinner,670aba3a2b7b7acd38b62113,Fruit & Yogurt,66e97bac351d530685467366,Sliced Strawberries,4403,4403.0,,,4,3/4 cup,,Strawberries,,35
sargent,Dinner,670aba3a2b7b7acd38b62098,Fruit & Yogurt,66e97bac351d530685467366,Cubed Pineapple,31969,31969.0,,,5,1/4 cup,,Pineapple,,20
sargent,Dinner,670aba3a2b7b7acd38b620ed,Fruit & Yogurt,66e97bac351d530685467366,Cubed Cantaloupe,1175,1175.0,,,6,1/4 cup,,Cantaloupe,,15
sargent,Dinner,670aba3a2b7b7acd38b620a5,Fruit & Yogurt,66e97bac351d530685467366,Orange,64062,64062.0,,,11,1 each,,Orange,,60
sargent,Dinner,670aba3a2b7b7acd38b6212e,Fruit & Yogurt,66e97bac351d530685467366,Granny Smith Apple,34124,34124.8,,,12,1 each,,Apples,,100
sargent,Dinner,670aba3a2b7b7acd38b6209f,Fruit & Yogurt,66e97bac351d530685467366,Banana,40362,40362.0,,,13,1 each,,Banana,,110
sargent,Dinner,670aba3a2b7b7acd38b62201,Rice Cooker,66e97bac351d53068546736b,Steamed Rice,28232,28232.6,Long grain rice simply steamed,,2,3/4 cup,,"Water, Long Grain White Rice",,150
sargent,Every Day,670aba3a2b7b7acd38b6269e,My Pantry,66e97bac351d530685467380,English Muffin,63633,63633.0,,,1,1 each,,English Muffin,,150
sargent,Every Day,670aba3a2b7b7acd38b62679,My Pantry,66e97bac351d530685467380,White Bread,1251,1251.0,,,2,2 slice,,White Bread,,150
sargent,Every Day,670aba3a2b7b7acd38b6268b,My Pantry,66e97bac351d530685467380,Whole Wheat Bread,1390,1390.6,,,3,2 slice,,Whole Wheat Bread,,150
sargent,Every Day,670aba3a2b7b7acd38b62699,My Pantry,66e97bac351d530685467380,Plain Bagel,57606,57606.0,,,4,1 each,,Plain Bagel,,180
sargent,Every Day,670aba3a2b7b7acd38b626a7,My Pantry,66e97bac351d530685467380,Multi Grain Flatbread,28293,28293.1,,,5,1 each,,Whole Grain Flatbread,,180
sargent,Every Day,670aba3a2b7b7acd38b626a2,My Pantry,66e97bac351d530685467380,Udi's Plain Bagel,1390,1390.4,,,6,1 each,,Udi's Bagel,,310
sargent,Every Day,670aba3a2b7b7acd38b626ca,My Pantry,66e97bac351d530685467380,Cream Cheese,63391,63391.0,,,7,1 tbsp,,Cream Cheese,,50
sargent,Every Day,670aba3a2b7b7acd38b626c5,My Pantry,66e97bac351d530685467380,Sunflower Spread,63396,63396.1,,,8,1 tbsp,,Sunflower Seed Butter,,100
sargent,Every Day,670aba3a2b7b7acd38b626cd,My Pantry,66e97bac351d530685467380,Grape Jelly,63393,63393.0,,,10,1 tbsp,,Grape Jelly,,50
sargent,Every Day,670aba3a2b7b7acd38b626d8,My Pantry,66e97bac351d530685467380,Strawberry Preserves,47957,47957.17,Strawberry Preserves,,11,1 tbsp,,Strawberry Preserves,,50
sargent,Every Day,670aba3a2b7b7acd38b6265b,My Pantry,66e97bac351d530685467380,Cheerios,63313,63313.2,,,12,1 cup,,Cheerios Cereal,,100
sargent,Every Day,670aba3a2b7b7acd38b6266b,My Pantry,66e97bac351d530685467380,Rice Krispies,63313,63313.8,,,13,1 cup,,Rice Krispies Cereal,,100
sargent,Every Day,670aba3a2b7b7acd38b6266f,My Pantry,66e97bac351d530685467380,Special K,63313,63313.11,,,14,1 cup,,Special K Cereal,,120
sargent,Every Day,670aba3a2b7b7acd38b62656,My Pantry,66e97bac351d530685467380,Frosted Flakes,63313,63313.7,,,15,1 cup,,Frosted Flakes Cereal,,130
sargent,Every Day,670aba3a2b7b7acd38b62669,My Pantry,66e97bac351d530685467380,Cocoa Puffs,63313,63313.12,,,16,1 cup,,Cocoa Puff Cereal,,140
sargent,Every Day,670aba3a2b7b7acd38b62663,My Pantry,66e97bac351d530685467380,Froot Loops,82071,82071.2,,,17,1 cup,,Fruit Loops Cereal,,110
sargent,Every Day,670aba3a2b7b7acd38b62696,My Pantry,66e97bac351d530685467380,Banana,1318,1318.0,,,18,1 each,,Banana,,110
sargent,Every Day,670aba3a2b7b7acd38b6267f,My Pantry,66e97bac351d530685467380,Orange,64062,64062.0,,,19,1 each,,Orange,,60
sargent,Every Day,670aba3a2b7b7acd38b62686,My Pantry,66e97bac351d530685467380,Apple,1638,1638.0,,,20,1 each,,Apples,,70
sargent,Every Day,670aba3a2b7b7acd38b62647,My Pantry,66e97bac351d530685467380,Cubed Cantaloupe,1175,1175.0,,,21,2 ounce,,Cantaloupe,,20
sargent,Every Day,670aba3a2b7b7acd38b6263c,My Pantry,66e97bac351d530685467380,Cubed Honeydew,1117,1117.0,,,22,2 ounce,,Honeydew Melon,,20
sargent,Every Day,670aba3a2b7b7acd38b6268f,My Pantry,66e97bac351d530685467380,Grapefruit,1124,1124.0,,,23,1 half,,Ruby Red Grapefruit,,35
sargent,Every Day,670aba3a2b7b7acd38b6264c,My Pantry,66e97bac351d530685467380,Low Fat Vanilla Yogurt,4592,4592.0,,,24,4 ounce,,Low Fat Vanilla Yogurt,,70
sargent,Every Day,670aba3a2b7b7acd38b62651,My Pantry,66e97bac351d530685467380,Low Fat Strawberry Yogurt,58254,58254.1,,,25,4 ounce,,Low Fat Strawberry Yogurt,,110
sargent,Every Day,670aba3a2b7b7acd38b62640,My Pantry,66e97bac351d530685467380,2% Greek Plain Yogurt,65282,65282.1,,,26,4 ounce,,Plain Yogurt,,90
sargent,Every Day,670aba3a2b7b7acd38b626b8,My Pantry,66e97bac351d530685467380,Whipped Topping,28295,28295.0,,,27,1 tbsp,,Whipped Topping,,10
sargent,Every Day,670aba3a2b7b7acd38b626b4,My Pantry,66e97bac351d530685467380,Rainbow Sprinkles,63479,63479.0,,,28,1 tbsp,,Rainbow Sprinkles,,45
sargent,Every Day,670aba3a2b7b7acd38b626bd,My Pantry,66e97bac351d530685467380,Semi Sweet Chocolate Chips,63498,63498.0,,,29,1 tbsp,,Semi Sweet Chocolate,,70
sargent,Every Day,670aba3a2b7b7acd38b62675,My Pantry,66e97bac351d530685467380,Waffle Batter,62119,62119.1,Carbon's Buttermilk Waffles,,30,1 each,,"Water, Malted Pancake Mix, Oil",,310
sargent,Every Day,670aba3a2b7b7acd38b626ac,My Pantry,66e97bac351d530685467380,Raspberry Sauce,142265,142265.0,,,31,1 floz,,Raspberry Topping,,110
sargent,Every Day,670aba3a2b7b7acd38b626d3,My Pantry,66e97bac351d530685467380,Whipped Butter,98443,98443.0,Whipped Butter,,32,1/2 ounce,,Butter,,50
sargent,Every Day,670aba3a2b7b7acd38b626af,My Pantry,66e97bac351d530685467380,Pancake and Waffle Syrup,36205,36205.0,,,33,1 ladle-1oz,,Pancake & Waffle Syrup,,90
sargent,Every Day,670aba3a2b7b7acd38b62612,Beverages,66e97bac351d530685467381,Half and Half,119104,119104.1,,,1,2 floz,,Half & Half,,80
sargent,Every Day,670aba3a2b7b7acd38b625f0,Beverages,66e97bac351d530685467381,2% Milk,57683,57683.6,,,2,8 floz,,Reduced Fat Milk,,120
sargent,Every Day,670aba3a2b7b7acd38b62606,Beverages,66e97bac351d530685467381,Skim Milk,57683,57683.5,,,3,8 floz,,Fat Free Milk,,80
sargent,Every Day,670aba3a2b7b7acd38b625f4,Beverages,66e97bac351d530685467381,Oat Milk,57683,57683.14,,,4,4 floz,,Oat Milk,,60
sargent,Every Day,670aba3a2b7b7acd38b625fb,Beverages,66e97bac351d530685467381,Soy Milk,57683,57683.7,,,5,4 floz,,Soy Milk,,50
sargent,Every Day,670aba3a2b7b7acd38b62602,Beverages,66e97bac351d530685467381,Coffee,81275,81275.0,,,6,6 floz,,"Water, Coffee",,0
sargent,Every Day,670aba3a2b7b7acd38b625cc,Beverages,66e97bac351d530685467381,Decaf Coffee,16603,16603.0,,,7,6 floz,,"Water, Decaf Coffee",,0
sargent,Every Day,670aba3a2b7b7acd38b6260b,Beverages,66e97bac351d530685467381,Unsweetened Iced Tea,1332,1332.0,,,8,6 floz,,"Water, Iced Tea",,0
sargent,Every Day,670aba3a2b7b7acd38b625ea,Beverages,66e97bac351d530685467381,"Tea Bag, Hot",7519,7519.0,,,9,1 each,,"ORANGE PEKOE AND PEKOE CUT BLACK TEA

",,0
sargent,Every Day,670aba3a2b7b7acd38b62638,Beverages,66e97bac351d530685467381,"Tea Bag, Mint",21552,21552.0,,,10,1 each,,"peppermint leaves, spearmint leaves, rose hips, lemon peel, hibiscus.",,0
sargent,Every Day,670aba3a2b7b7acd38b625db,Beverages,66e97bac351d530685467381,"Tea Bag, Green",11277,11277.0,,,11,1 each,,Green Tea,,0
sargent,Every Day,670aba3a2b7b7acd38b625d5,Beverages,66e97bac351d530685467381,Coca-Cola,80448,80448.0,,,12,8 floz,,Cola Syrup,,110
sargent,Every Day,670aba3a2b7b7acd38b625e0,Beverages,66e97bac351d530685467381,Diet Coke,80871,80871.0,,,13,8 floz,,Diet Cola Syrup,,0
sargent,Every Day,670aba3a2b7b7acd38b625c9,Beverages,66e97bac351d530685467381,Sprite,80876,80876.0,,,14,8 floz,,Sprite Syrup,,100
sargent,Every Day,670aba3a2b7b7acd38b625e6,Beverages,66e97bac351d530685467381,Barq's Root Beer,80888,80888.0,,,15,8 floz,,Root Beer Syrup,,110
sargent,Every Day,670aba3a2b7b7acd38b62618,Beverages,66e97bac351d530685467381,Mountain Berry Powerade,82373,82373.5,,,16,6 floz,,Mountain Berry Powerade,,45
sargent,Every Day,670aba3a2b7b7acd38b6261f,Beverages,66e97bac351d530685467381,Cherry Coca-Cola,81253,81253.0,,,17,8 floz,,Cherry Cola Syrup,,110
sargent,Every Day,670aba3a2b7b7acd38b62625,Beverages,66e97bac351d530685467381,Pibb Xtra,81253,81253.2,,,18,6 floz,,Pibb Xtra,,80
sargent,Every Day,670aba3a2b7b7acd38b62630,Beverages,66e97bac351d530685467381,Coke Zero,81253,81253.1,,,19,6 floz,,Coke Zero,,0
sargent,Every Day,670aba3a2b7b7acd38b62632,Beverages,66e97bac351d530685467381,Lemonade,85814,85814.9,,,20,6 floz,,Lemonade,,110
sargent,Every Day,670aba3a2b7b7acd38b6258e,Condiment,66e97bac351d53068546737f,Ketchup,47957,47957.12,,,1,1 ounce,,Ketchup,,35
sargent,Every Day,670aba3a2b7b7acd38b62540,Condiment,66e97bac351d53068546737f,Yellow Mustard,47957,47957.10,,,2,1 ounce,,Yellow Mustard,,15
sargent,Every Day,670aba3a2b7b7acd38b6253d,Condiment,66e97bac351d53068546737f,Spicy Brown Mustard,62300,62300.0,,,3,1 ounce,,Spicy Brown Mustard,,15
sargent,Every Day,670aba3a2b7b7acd38b625ae,Condiment,66e97bac351d53068546737f,Honey Mustard Salad Dressing,16779,16779.0,,,4,1 ounce,,Honey Mustard Dressing,,120
sargent,Every Day,670aba3a2b7b7acd38b62567,Condiment,66e97bac351d53068546737f,Barbecue Sauce,14984,14984.0,,,5,1 ounce,,Barbecue Sauce,,45
sargent,Every Day,670aba3a2b7b7acd38b625a8,Condiment,66e97bac351d53068546737f,Mayonnaise,47957,47957.20,,,6,1 ounce,,Mayonnaise,,210
sargent,Every Day,670aba3a2b7b7acd38b62553,Condiment,66e97bac351d53068546737f,Hot Sauce,62302,62302.0,,,8,1/2 tsp,,"Hot Sauce (vinegar, red pepper, salt)",,0
sargent,Every Day,670aba3a2b7b7acd38b625c4,Condiment,66e97bac351d53068546737f,Sriracha Hot Chili Sauce,74417,74417.0,,,10,1/2 tsp,,Hot Chili Sauce,,0
sargent,Every Day,670aba3a2b7b7acd38b62592,Condiment,66e97bac351d53068546737f,Hot Buffalo Sauce,62298,62298.0,,,11,1 floz,,Hot Sauce,,5
sargent,Every Day,670aba3a2b7b7acd38b625a4,Condiment,66e97bac351d53068546737f,Black Garlic Powder,122559,122559.5,,,13,1 tsp,,Garlic,,0
sargent,Every Day,670aba3a2b7b7acd38b6256e,Condiment,66e97bac351d53068546737f,Vegetable Grill Mates Seasoning,122559,122559.6,,,14,1 tsp,,Vegetable Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b62597,Condiment,66e97bac351d53068546737f,Chipotle Cinnamon Seasoning,122559,122559.8,,,15,1 tsp,,Sweet & Smoky Rub Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b62549,Condiment,66e97bac351d53068546737f,Franks Red Hot Seasoning,122559,122559.0,,,16,1 tsp,,Franks RedHot Original Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b62571,Condiment,66e97bac351d53068546737f,Lawry's Salt Free Seasoning,122559,122559.9,,,17,1 tsp,,Salt Free 17 Seasoning,,10
sargent,Every Day,670aba3a2b7b7acd38b62577,Condiment,66e97bac351d53068546737f,Bourbon Brown Sugar Seasoning,122559,122559.7,,,18,1 tsp,,Brown Sugar Bourbon Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b6254f,Condiment,66e97bac351d53068546737f,Chipotle Pepper,122559,122559.3,,,19,1 tsp,,Chipotle Chile Pepper (Chipotle Chili Pepper and Silicon Dioxide),,5
sargent,Every Day,670aba3a2b7b7acd38b6257d,Condiment,66e97bac351d53068546737f,Mojito Lime Seasoning,122559,122559.2,,,20,1 tsp,,Mojito Lime Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b62580,Condiment,66e97bac351d53068546737f,Ras El Hanout,122559,122559.1,,,21,1 tsp,,Ras El Hanout Spice,,10
sargent,Every Day,670aba3a2b7b7acd38b625c1,Condiment,66e97bac351d53068546737f,Harissa Seasoning,122559,122559.4,,,22,1 tsp,,Harissa Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b6259d,Condiment,66e97bac351d53068546737f,Crushed Red Pepper,63317,63317.0,,,23,1 tsp,,Red Pepper,,5
sargent,Every Day,670aba3a2b7b7acd38b625b4,Condiment,66e97bac351d53068546737f,Old Bay Seasoning,82254,82254.3,,,24,1 tsp,,Old Bay Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b62586,Condiment,66e97bac351d53068546737f,Lemon Pepper,82254,82254.2,,,25,1 tsp,,Lemon Pepper Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b62558,Condiment,66e97bac351d53068546737f,Sriracha Seasoning,82254,82254.5,,,26,1 tsp,,Sriracha Seasoning,,0
sargent,Every Day,670aba3a2b7b7acd38b6255e,Condiment,66e97bac351d53068546737f,Cinnamon and Sugar,142014,142014.0,Cinnamon and Sugar,,27,1 tsp,,"Sugar, Cinnamon",,15
plex-east,Breakfast,670ab6d12b7b7acd388e9c5d,Bakery/Dessert,66e99466351d5306ad49843f,Oreo Crumb Muffins,4581,4581.0,Chocolate muffins,,1,4 ounce,,"Muffin Mix, Water, Oreo Crumbs, Brown Sugar (sugar, cane syrups), Canola Oil, All Purpose Flour",,380
plex-east,Breakfast,670ab6d12b7b7acd388e9c68,Bakery/Dessert,66e99466351d5306ad49843f,Matcha Glazed Doughnuts,138831,138831.0,Green tea and vanilla glazed doughnuts,,2,1 each,,"Homestyle Doughnut, Powdered Sugar, Whipping Cream, Butter, Pure Vanilla Extract (Vanilla Bean Extractives, Water, Alcohol), Green Tea Powder",,340
plex-east,Breakfast,670ab6d12b7b7acd388e9c6c,Bakery/Dessert,66e99466351d5306ad49843f,Vegan Chewy Coconut Cookies					,102474,102474.0,,,3,2 oz portion,,"Brown Sugar (sugar, cane syrups), All Purpose Flour, Coconut, Coconut Milk, Coconut Oil, Sugar, Salt, Baking Soda, Vanilla Extract",,560
plex-east,Lunch,670ab6d12b7b7acd388e9e2d,Comfort,66e99466351d5306ad498446,Scrambled Eggs,25848,25848.0,,,1,1/2 cup,,"Liquid Egg, Oil",,160
plex-east,Lunch,670ab6d12b7b7acd388e9e42,Comfort,66e99466351d5306ad498446,Turkey Sausage Link,57570,57570.0,,,2,1 each,,Turkey Sausage,,35
plex-east,Lunch,670ab6d12b7b7acd388e9e32,Comfort,66e99466351d5306ad498446,Chicken and Sausage Jambalaya,103330,103330.0,"Chicken, sausage, tomatoes, and rice",,4,1 cup,,"Chicken, Water, Tomatoes, Long Grain White Rice, Andouille Sausage, Onions, Celery, Green Bell Peppers, Tomato paste (tomato paste, salt, citric acid), Cajun Bayou Seasoning, Canola Oil, Chicken Base, Salt, Hot Sauce (vinegar, red pepper, salt), Garlic, Black Pepper, Parsley, Bay Leaf",,210
plex-east,Lunch,670ab6d12b7b7acd388e9e3a,Comfort,66e99466351d5306ad498446,Tofu Jambalaya,13419,13419.5,Spicy Creole and Cajun stew with tofu and vegetable mixed with brown rice,,5,1 cup,,"Water, Brown Rice, Tofu, Crushed tomatoes (tomatoes, tomato juice, citric acid, calcium chloride), Onions, Green Bell Peppers, Green Onions, Celery, Vegetable Base, Canola Oil, Lemon Juice, Garlic, Salt, Cajun Seasoning, Thyme, Red Pepper, Bay Leaf",,310
plex-east,Lunch,670ab6d12b7b7acd388e9e45,Comfort,66e99466351d5306ad498446,Potato Wedges,63250,63250.0,,,6,3 ounce,,"Red Bliss Potatoes, Paprika (Paprika and Silicon Dioxide), Canola Oil, Garlic, Parsley, Salt, Granulated Onion, Black Pepper, Rosemary",,80
plex-east,Lunch,670ab6d12b7b7acd388e9e4a,Comfort,66e99466351d5306ad498446,Steamed Cauliflower,103873,103873.0,Steamed Cauliflower ,,7,1/2 cup,,Cauliflower,,25
plex-east,Lunch,670ab6d12b7b7acd388e9e1a,Flame,66e99466351d5306ad498447,Grilled Chicken,102407,102407.0,"Boneless chicken breast, grilled to perfection.",,1,4 ounce,,"Chicken, Canola Oil",,140
plex-east,Lunch,670ab6d12b7b7acd388e9e15,Flame,66e99466351d5306ad498447,"Bacon, Egg, Cheese, Waffle Sandwich",4578,4578.3,"Grilled waffle sandwich with bacon, egg and pepper jack",,2,1 sandwich,,"Waffles, Egg, Bacon, Pepper Jack Cheese",,370
plex-east,Lunch,670ab6d12b7b7acd388e9e6b,Flame,66e99466351d5306ad498447,Curly-Q French Fries,769,769.0,Crisp and golden,,3,1/2 cup,,"Seasoned French Fries, Salt",,200
plex-east,Lunch,670ab6d12b7b7acd388e9df8,Pizza/Pasta,66e99466351d5306ad498448,Cheese Pizza,103574,103574.1,Traditional pizza with just pizza sauce and mozzarella cheese,,1,1 slice,,"Pizza Dough, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Canola Oil, Salt, Basil, Garlic, Black Pepper",,190
plex-east,Lunch,670ab6d12b7b7acd388e9df2,Pizza/Pasta,66e99466351d5306ad498448,Pepperoni Pizza,103896,103896.0,,,2,1 slice,,"Pizza Dough, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Pepperoni-, Canola Oil, Salt, Basil, Garlic, Black Pepper",,210
plex-east,Lunch,670ab6d12b7b7acd388e9e11,Pizza/Pasta,66e99466351d5306ad498448,Sausage and Egg Breakfast Calzone,11334,11334.0,A Italian Breakfast Savory Treat,,3,1 each,,"Biscuit Dough, Liquid Egg, Cheddar Cheese, Italian Sausage, Canola Oil, Unsalted Butter, Sesame Seeds",,770
plex-east,Lunch,670ab6d12b7b7acd388e9e03,Pizza/Pasta,66e99466351d5306ad498448,Crushed Red Pepper,63317,63317.0,,,4,1 tsp,,Red Pepper,,5
plex-east,Lunch,670ab6d12b7b7acd388e9dfb,Pizza/Pasta,66e99466351d5306ad498448,Dried Oregano,76771,76771.0,,,5,1 tsp,,Oregano,,0
plex-east,Lunch,670ab6d12b7b7acd388e9e0c,Pizza/Pasta,66e99466351d5306ad498448,Grated Parmesan Cheese,62346,62346.0,,,6,1 tsp,,Parmesan Cheese,,10
plex-east,Lunch,670ab6d12b7b7acd388e9e21,Soup,66e99466351d5306ad498449,Vegan Green Split Pea Soup,307,307.4,,,1,1 ladle-6oz,,"Water, Split Peas, Vegetable Base, Celery, Onions, Pimentos (Bell Peppers, Water, Citric Acid, Calcium Chloride), All Purpose Flour, Canola Oil, Parsley, Hot Sauce (vinegar, red pepper, salt)",,110
plex-east,Lunch,670ab6d12b7b7acd388e9e26,Soup,66e99466351d5306ad498449,"Crackers, Saltine, 2 CT, Zesta",1909,1909.0,,,2,1 each,,"Enriched flour (wheat flour, niacin, reduced iron, vitamin B1 [thiamin mononitrate], vitamin B2 [riboflavin], folic acid), soybean oil (with TBHQ for freshness), salt, corn syrup. Contains 2% or less of baking soda, yeast, soy lecithin.
Contains: Wheat, Soy. ",,25
plex-east,Lunch,670ab6d12b7b7acd388e9f24,Rice It Up,66e99466351d5306ad49844f,Steamed Rice,28232,28232.6,Long grain rice simply steamed,,1,3/4 cup,,"Water, Long Grain White Rice",,150
plex-east,Lunch,670ab6d12b7b7acd388e9f2b,Rice It Up,66e99466351d5306ad49844f,Sesame Seed Mix,10843,10843.0,,,2,1 ounce,,"Sesame Seeds, Sesame Seeds",,180
plex-east,Lunch,670ab6d12b7b7acd388e9f30,Rice It Up,66e99466351d5306ad49844f,Everything Bagel Seasoning,161404,161404.0,"Garlic, poppy seeds, onion, and sesame spice blend",,3,1 tbsp,,Everything Bagel Seasoning,,0
plex-east,Lunch,670ab6d12b7b7acd388e9f36,Rice It Up,66e99466351d5306ad49844f,Soy Sauce,74417,74417.1,,,4,1 tsp,,Soy Sauce,,0
plex-east,Lunch,670ab6d12b7b7acd388e9e84,Composed Salad,66e99466351d5306ad49844b,Chilled Soba Noodle Salad,24111,24111.0,"Chilled soba tossed with orange juice, sesame seeds and toasted nori",,1,1/2 cup,,"Water, Orange Juice, Mushrooms, Red Bell Peppers, Snow Peas, Soba Noodles, Sesame Seeds, Unseasoned Rice Wine Vinegar, Dried Nori Seaweed, Green Tea",,60
